Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Dice WT,Val Dice TC,Val Dice ET,Val Mean Dice,Val HD95 WT,Val HD95 TC,Val HD95 ET,Val Mean HD95,Val Sensitivity WT,Val Sensitivity TC,Val Sensitivity ET,Val Specificity WT,Val Specificity TC,Val Specificity ET,Val Precision WT,Val Precision TC,Val Precision ET
7_val,,,0.3370,0.9521,0.6697,0.9189,0.8469,1.55,11.33,1.00,4.63,0.9835,0.9977,0.9808,0.9981,0.9965,0.9995,0.9230,0.5358,0.8645
8,0.1949,26,,,,,,,,,,,,,,,,,,
8_val,,,0.3042,0.9567,0.7850,0.9142,0.8853,1.33,7.25,1.00,3.20,0.9775,0.9940,0.9770,0.9985,0.9982,0.9995,0.9371,0.6672,0.8590
9,0.1650,26,,,,,,,,,,,,,,,,,,
9_val,,,0.2890,0.9405,0.8146,0.9359,0.8970,1.75,6.04,1.00,2.93,0.9904,0.9941,0.9633,0.9973,0.9985,0.9997,0.8958,0.7025,0.9100
10,0.1671,26,,,,,,,,,,,,,,,,,,
10_val,,,0.3100,0.9534,0.6181,0.9387,0.8367,1.55,14.72,1.00,5.76,0.9842,0.9977,0.9672,0.9982,0.9954,0.9997,0.9249,0.4822,0.9118
11,0.1672,26,,,,,,,,,,,,,,,,,,
11_val,,,0.2779,0.9552,0.6964,0.9247,0.8588,1.47,10.88,1.00,4.45,0.9873,0.9938,0.9692,0.9982,0.9970,0.9996,0.9254,0.5635,0.8842
12,0.1472,26,,,,,,,,,,,,,,,,,,
12_val,,,0.3902,0.8533,0.4255,0.8216,0.7001,7.44,24.01,8.53,13.33,0.9965,1.0000,0.9946,0.9920,0.9877,0.9987,0.7462,0.2998,0.7054
13,0.1901,26,,,,,,,,,,,,,,,,,,
13_val,,,0.4029,0.9282,0.4732,0.8484,0.7499,3.37,21.82,2.01,9.06,0.9678,0.9991,0.9900,0.9973,0.9902,0.9990,0.8927,0.3472,0.7478
14,0.2150,26,,,,,,,,,,,,,,,,,,
14_val,,,0.3557,0.9408,0.5904,0.8771,0.8028,1.69,15.86,1.14,6.23,0.9782,0.9985,0.9873,0.9977,0.9947,0.9991,0.9066,0.4542,0.7893
15,0.1874,26,,,,,,,,,,,,,,,,,,
15_val,,,0.2627,0.9582,0.7533,0.9169,0.8762,1.24,8.24,1.00,3.50,0.9683,0.9894,0.9555,0.9988,0.9979,0.9995,0.9485,0.6306,0.8816
16,0.1626,26,,,,,,,,,,,,,,,,,,
16_val,,,0.1931,0.9593,0.8713,0.9298,0.9201,1.14,4.30,1.00,2.15,0.9527,0.9873,0.9432,0.9993,0.9990,0.9997,0.9660,0.7848,0.9175
17,0.1525,26,,,,,,,,,,,,,,,,,,
17_val,,,0.1873,0.9576,0.8506,0.9373,0.9152,1.33,5.28,1.00,2.54,0.9695,0.9934,0.9593,0.9987,0.9987,0.9997,0.9461,0.7499,0.9165
18,0.1551,26,,,,,,,,,,,,,,,,,,
18_val,,,0.2263,0.9535,0.6724,0.9284,0.8514,1.41,16.15,1.00,6.19,0.9615,0.9976,0.9748,0.9987,0.9964,0.9996,0.9457,0.5304,0.8865
19,0.1515,26,,,,,,,,,,,,,,,,,,
19_val,,,0.2762,0.9557,0.4911,0.9145,0.7871,1.33,24.81,1.00,9.05,0.9733,0.9942,0.9744,0.9986,0.9912,0.9996,0.9390,0.3678,0.8625
20,0.1622,26,,,,,,,,,,,,,,,,,,
20_val,,,0.2931,0.9455,0.4569,0.8814,0.7613,1.55,25.32,1.87,9.58,0.9806,0.9924,0.9698,0.9979,0.9895,0.9993,0.9132,0.3366,0.8089
21,0.1647,26,,,,,,,,,,,,,,,,,,
21_val,,,1.0841,0.0453,0.0127,0.0072,0.0217,119.06,134.68,134.36,129.37,1.0000,1.0000,1.0000,0.0000,0.0000,0.0002,0.0232,0.0064,0.0036
22,1.0470,26,,,,,,,,,,,,,,,,,,
22_val,,,0.9993,0.0453,0.0127,0.0072,0.0217,119.06,134.68,134.37,129.37,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0232,0.0064,0.0036
23,1.0095,26,,,,,,,,,,,,,,,,,,
23_val,,,0.9911,0.0453,0.0127,0.0072,0.0217,119.06,134.68,134.41,129.38,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0232,0.0064,0.0036
24,0.9998,26,,,,,,,,,,,,,,,,,,
24_val,,,0.9894,0.0453,0.0127,0.0072,0.0217,119.06,134.68,134.43,129.39,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0232,0.0064,0.0036
25,0.9950,26,,,,,,,,,,,,,,,,,,
25_val,,,0.9873,0.0453,0.0127,0.0072,0.0217,119.06,134.68,134.43,129.39,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0232,0.0064,0.0036
26,0.9924,26,,,,,,,,,,,,,,,,,,
26_val,,,0.9854,0.0453,0.0127,0.0072,0.0217,119.06,134.68,134.38,129.37,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0232,0.0064,0.0036
27,0.9897,26,,,,,,,,,,,,,,,,,,
27_val,,,0.9838,0.0453,0.0127,0.0072,0.0217,119.06,134.68,134.34,129.36,1.0000,1.0000,1.0000,0.0000,0.0000,0.0002,0.0232,0.0064,0.0036
28,0.9872,26,,,,,,,,,,,,,,,,,,
29,0.9844,26,,,,,,,,,,,,,,,,,,
29_val,,,0.9709,0.0453,0.0127,0.0078,0.0219,119.06,134.68,127.00,126.91,1.0000,1.0000,1.0000,0.0000,0.0000,0.0658,0.0232,0.0064,0.0039
30,0.9590,26,,,,,,,,,,,,,,,,,,
30_val,,,0.9697,0.0453,0.0127,0.0083,0.0221,119.06,134.68,125.69,126.48,1.0000,1.0000,1.0000,0.0000,0.0000,0.0927,0.0232,0.0064,0.0042
31,0.9550,26,,,,,,,,,,,,,,,,,,
31_val,,,0.9681,0.0453,0.0127,0.0089,0.0223,119.06,134.68,124.86,126.20,1.0000,1.0000,1.0000,0.0000,0.0000,0.1305,0.0232,0.0064,0.0045
32,0.9523,26,,,,,,,,,,,,,,,,,,
32_val,,,0.9673,0.0453,0.0127,0.0093,0.0224,119.06,134.68,124.15,125.96,1.0000,1.0000,1.0000,0.0000,0.0000,0.1623,0.0232,0.0064,0.0047
33,0.9484,26,,,,,,,,,,,,,,,,,,
33_val,,,0.9661,0.0453,0.0127,0.0100,0.0227,118.74,134.68,123.20,125.54,1.0000,1.0000,1.0000,0.0003,0.0000,0.2117,0.0232,0.0064,0.0051
34,0.9475,26,,,,,,,,,,,,,,,,,,
34_val,,,0.9646,0.0489,0.0127,0.0113,0.0243,111.03,134.68,121.90,122.54,1.0000,1.0000,1.0000,0.0704,0.0000,0.2934,0.0251,0.0064,0.0057
35,0.9446,26,,,,,,,,,,,,,,,,,,
35_val,,,0.9635,0.0786,0.0127,0.0129,0.0347,113.27,134.68,122.04,123.33,1.0000,1.0000,1.0000,0.4177,0.0000,0.3886,0.0410,0.0064,0.0065
36,0.9424,26,,,,,,,,,,,,,,,,,,
36_val,,,0.9565,0.1669,0.0127,0.0286,0.0694,78.14,134.68,92.35,101.72,1.0000,1.0000,1.0000,0.7541,0.0000,0.7375,0.0916,0.0064,0.0146
37,0.9323,26,,,,,,,,,,,,,,,,,,
37_val,,,0.9556,0.1751,0.0127,0.0294,0.0724,79.48,134.68,95.34,103.17,1.0000,1.0000,1.0000,0.7628,0.0000,0.7348,0.0969,0.0064,0.0151
38,0.9278,26,,,,,,,,,,,,,,,,,,
38_val,,,0.9554,0.1829,0.0127,0.0299,0.0752,79.13,134.68,97.69,103.83,1.0000,1.0000,1.0000,0.7715,0.0000,0.7288,0.1018,0.0064,0.0154
39,0.9270,26,,,,,,,,,,,,,,,,,,
39_val,,,0.9550,0.1897,0.0127,0.0295,0.0773,79.70,134.68,98.11,104.16,1.0000,1.0000,1.0000,0.7722,0.0000,0.6957,0.1065,0.0064,0.0152
40,0.9230,26,,,,,,,,,,,,,,,,,,
40_val,,,0.9545,0.2003,0.0127,0.0311,0.0814,79.80,134.68,97.39,103.96,1.0000,1.0000,1.0000,0.7786,0.0000,0.6865,0.1136,0.0064,0.0160
41,0.9214,26,,,,,,,,,,,,,,,,,,
41_val,,,0.9653,0.2145,0.0127,0.0317,0.0863,79.87,134.68,101.28,105.28,0.9999,1.0000,1.0000,0.8180,0.0000,0.7663,0.1214,0.0064,0.0162
42,0.9292,26,,,,,,,,,,,,,,,,,,
42_val,,,0.9495,0.2902,0.0127,0.0475,0.1168,76.15,134.68,88.64,99.82,0.9997,1.0000,1.0000,0.8725,0.0000,0.8350,0.1737,0.0064,0.0247
43,0.9135,26,,,,,,,,,,,,,,,,,,
43_val,,,0.9473,0.3009,0.0127,0.0516,0.1217,74.92,134.68,87.22,98.94,0.9996,1.0000,1.0000,0.8796,0.0000,0.8491,0.1811,0.0064,0.0270
44,0.9102,26,,,,,,,,,,,,,,,,,,
44_val,,,0.9464,0.3077,0.0127,0.0528,0.1244,74.56,134.68,87.04,98.76,0.9996,1.0000,1.0000,0.8840,0.0000,0.8527,0.1859,0.0064,0.0276
45,0.9106,26,,,,,,,,,,,,,,,,,,
45_val,,,0.9464,0.3091,0.0127,0.0518,0.1245,74.75,134.68,87.78,99.07,0.9996,1.0000,1.0000,0.8860,0.0000,0.8512,0.1865,0.0064,0.0271
46,0.9090,26,,,,,,,,,,,,,,,,,,
46_val,,,0.9459,0.3120,0.0127,0.0536,0.1261,73.74,134.68,86.73,98.38,0.9996,1.0000,1.0000,0.8872,0.0000,0.8562,0.1887,0.0064,0.0281
47,0.9047,26,,,,,,,,,,,,,,,,,,
47_val,,,0.9451,0.3184,0.0127,0.0548,0.1286,73.46,134.68,86.85,98.33,0.9996,1.0000,1.0000,0.8914,0.0000,0.8597,0.1932,0.0064,0.0287
48,0.9039,26,,,,,,,,,,,,,,,,,,
48_val,,,0.9441,0.3199,0.0127,0.0574,0.1300,73.28,134.68,86.90,98.29,0.9995,1.0000,1.0000,0.8927,0.0000,0.8654,0.1940,0.0064,0.0302
49,0.9016,26,,,,,,,,,,,,,,,,,,
49_val,,,0.9432,0.3224,0.0127,0.0578,0.1310,75.67,134.68,89.72,100.02,0.9995,1.0000,1.0000,0.8943,0.0000,0.8659,0.1957,0.0064,0.0304
50,0.9031,26,,,,,,,,,,,,,,,,,,
50_val,,,0.9439,0.3219,0.0127,0.0547,0.1298,79.73,134.68,93.77,102.73,0.9995,1.0000,1.0000,0.8934,0.0000,0.8573,0.1958,0.0064,0.0287
51,0.9024,26,,,,,,,,,,,,,,,,,,
51_val,,,0.9437,0.3184,0.0127,0.0503,0.1271,76.01,134.68,91.72,100.80,0.9993,1.0000,1.0000,0.8910,0.0000,0.8480,0.1934,0.0064,0.0262
52,0.9006,26,,,,,,,,,,,,,,,,,,
52_val,,,0.9420,0.3390,0.0127,0.0694,0.1404,71.04,134.68,85.66,97.12,0.9994,1.0000,1.0000,0.9017,0.0000,0.8851,0.2079,0.0064,0.0370
53,0.8969,26,,,,,,,,,,,,,,,,,,
53_val,,,0.9409,0.3477,0.0127,0.0729,0.1444,71.71,134.68,88.12,98.17,0.9993,1.0000,1.0000,0.9054,0.0000,0.8908,0.2145,0.0064,0.0389
54,0.8945,26,,,,,,,,,,,,,,,,,,
54_val,,,0.9402,0.3512,0.0127,0.0734,0.1458,70.73,134.68,85.18,96.86,0.9993,1.0000,1.0000,0.9064,0.0000,0.8909,0.2174,0.0064,0.0393
55,0.8922,26,,,,,,,,,,,,,,,,,,
55_val,,,0.9393,0.3569,0.0127,0.0761,0.1486,70.62,134.68,84.91,96.74,0.9993,1.0000,1.0000,0.9082,0.0000,0.8939,0.2221,0.0064,0.0408
56,0.8903,26,,,,,,,,,,,,,,,,,,
56_val,,,0.9382,0.3650,0.0127,0.0794,0.1523,70.32,134.68,84.68,96.56,0.9993,1.0000,1.0000,0.9109,0.0000,0.8969,0.2286,0.0064,0.0427
57,0.8910,26,,,,,,,,,,,,,,,,,,
57_val,,,0.9257,0.4450,0.0127,0.1105,0.1894,67.46,134.68,85.82,95.99,0.9990,1.0000,1.0000,0.9370,0.0000,0.9284,0.2934,0.0064,0.0614
58,0.8683,26,,,,,,,,,,,,,,,,,,
58_val,,,0.9243,0.4381,0.0127,0.1191,0.1899,66.65,134.68,83.01,94.78,0.9990,1.0000,1.0000,0.9352,0.0000,0.9352,0.2872,0.0064,0.0666
59,0.8674,26,,,,,,,,,,,,,,,,,,
59_val,,,0.9235,0.4271,0.0127,0.1233,0.1877,66.90,134.68,83.00,94.86,0.9990,1.0000,1.0000,0.9316,0.0000,0.9395,0.2780,0.0064,0.0691
60,0.8612,26,,,,,,,,,,,,,,,,,,
60_val,,,0.9074,0.5115,0.0127,0.1472,0.2238,67.60,134.13,95.31,99.02,0.9986,1.0000,1.0000,0.9514,0.0018,0.9548,0.3529,0.0064,0.0836
61,0.8392,26,,,,,,,,,,,,,,,,,,
61_val,,,0.9046,0.5093,0.0127,0.1538,0.2253,69.60,133.95,95.12,99.56,0.9988,1.0000,1.0000,0.9514,0.0032,0.9564,0.3501,0.0064,0.0881
62,0.8324,26,,,,,,,,,,,,,,,,,,
62_val,,,0.9030,0.5002,0.0128,0.1546,0.2225,66.99,133.83,94.79,98.54,0.9989,1.0000,1.0000,0.9495,0.0038,0.9574,0.3419,0.0065,0.0884
63,0.8301,26,,,,,,,,,,,,,,,,,,
63_val,,,0.9018,0.5043,0.0128,0.1536,0.2235,64.08,133.75,79.41,92.41,0.9989,1.0000,1.0000,0.9499,0.0045,0.9578,0.3463,0.0065,0.0876
64,0.8236,26,,,,,,,,,,,,,,,,,,
64_val,,,0.8966,0.5391,0.0128,0.1582,0.2367,65.00,133.86,80.10,92.98,0.9988,1.0000,1.0000,0.9563,0.0044,0.9595,0.3798,0.0065,0.0905
65,0.8214,26,,,,,,,,,,,,,,,,,,
65_val,,,0.8919,0.5427,0.0128,0.1619,0.2391,73.17,133.81,98.74,101.90,0.9987,1.0000,1.0000,0.9574,0.0047,0.9607,0.3825,0.0065,0.0929
66,0.8098,26,,,,,,,,,,,,,,,,,,
66_val,,,0.8867,0.5484,0.0128,0.1703,0.2438,70.20,133.60,98.87,100.89,0.9988,1.0000,1.0000,0.9584,0.0062,0.9636,0.3880,0.0065,0.0982
67,0.8042,26,,,,,,,,,,,,,,,,,,
67_val,,,0.8824,0.5676,0.0128,0.1733,0.2512,63.22,133.56,79.58,92.12,0.9986,1.0000,1.0000,0.9609,0.0062,0.9661,0.4087,0.0065,0.0994
68,0.7982,26,,,,,,,,,,,,,,,,,,
68_val,,,0.8772,0.6035,0.0128,0.1772,0.2645,63.11,133.87,78.81,91.93,0.9984,1.0000,1.0000,0.9669,0.0036,0.9669,0.4449,0.0065,0.1019
69,0.7975,26,,,,,,,,,,,,,,,,,,
69_val,,,0.8077,0.6775,0.0128,0.2728,0.3211,61.08,133.36,68.09,87.51,0.9974,1.0000,0.9947,0.9764,0.0089,0.9834,0.5272,0.0065,0.1641
70,0.6787,26,,,,,,,,,,,,,,,,,,
70_val,,,0.7826,0.7302,0.0128,0.2777,0.3402,59.20,133.73,69.27,87.40,0.9962,1.0000,0.9932,0.9820,0.0054,0.9837,0.5906,0.0065,0.1681
71,0.6552,26,,,,,,,,,,,,,,,,,,
71_val,,,0.7657,0.7563,0.0128,0.3140,0.3610,56.37,133.78,68.68,86.28,0.9952,1.0000,0.9903,0.9845,0.0051,0.9866,0.6242,0.0065,0.1946
72,0.6421,26,,,,,,,,,,,,,,,,,,
72_val,,,0.7471,0.8083,0.0128,0.4255,0.4155,51.66,133.89,67.23,84.26,0.9927,1.0000,0.9872,0.9890,0.0041,0.9921,0.6924,0.0065,0.2828
73,0.6255,26,,,,,,,,,,,,,,,,,,
73_val,,,0.7347,0.8217,0.0128,0.4324,0.4223,50.99,133.92,67.03,83.98,0.9925,1.0000,0.9879,0.9900,0.0040,0.9924,0.7102,0.0065,0.2884
74,0.6196,26,,,,,,,,,,,,,,,,,,
74_val,,,0.7242,0.8356,0.0133,0.4338,0.4276,48.62,130.10,66.41,81.71,0.9935,1.0000,0.9921,0.9910,0.0238,0.9924,0.7285,0.0068,0.2907
75,0.5991,26,,,,,,,,,,,,,,,,,,
75_val,,,0.7086,0.8450,0.0207,0.5992,0.4883,44.32,125.81,64.62,78.25,0.9926,1.0000,0.9818,0.9917,0.2709,0.9960,0.7443,0.0106,0.4344
76,0.5724,26,,,,,,,,,,,,,,,,,,
76_val,,,0.6931,0.8749,0.0216,0.6440,0.5135,42.79,125.87,65.18,77.95,0.9900,1.0000,0.9808,0.9937,0.3046,0.9966,0.7886,0.0110,0.4818
77,0.5551,26,,,,,,,,,,,,,,,,,,
77_val,,,0.4969,0.8860,0.0487,0.8786,0.6044,32.54,94.86,1.91,43.11,0.9055,0.9987,0.8234,0.9969,0.7427,0.9998,0.8694,0.0255,0.9544
78,0.4441,26,,,,,,,,,,,,,,,,,,
79,0.4031,26,,,,,,,,,,,,,,,,,,
79_val,,,0.3948,0.9239,0.4415,0.9106,0.7586,28.20,65.54,1.24,31.66,0.9708,0.9943,0.9205,0.9969,0.9887,0.9995,0.8819,0.3192,0.9050
80,0.3429,26,,,,,,,,,,,,,,,,,,
80_val,,,0.3819,0.9351,0.4632,0.9175,0.7719,12.28,64.72,1.14,26.05,0.9751,0.9946,0.9140,0.9974,0.9899,0.9996,0.8990,0.3382,0.9262
81,0.3125,26,,,,,,,,,,,,,,,,,,
81_val,,,0.3730,0.9372,0.4594,0.9213,0.7726,2.32,64.56,1.00,22.63,0.9762,0.9957,0.9241,0.9975,0.9897,0.9996,0.9018,0.3347,0.9223
82,0.3005,26,,,,,,,,,,,,,,,,,,
82_val,,,0.3662,0.9391,0.4307,0.9221,0.7640,1.80,63.64,1.00,22.15,0.9737,0.9967,0.9280,0.9977,0.9880,0.9996,0.9072,0.3092,0.9190
83,0.2930,26,,,,,,,,,,,,,,,,,,
83_val,,,0.3540,0.9379,0.4679,0.9200,0.7753,1.72,63.05,1.00,21.92,0.9792,0.9953,0.9019,0.9975,0.9902,0.9997,0.9004,0.3461,0.9441
84,0.2814,26,,,,,,,,,,,,,,,,,,
84_val,,,0.3467,0.9406,0.4896,0.9207,0.7836,1.63,62.93,1.00,21.85,0.9734,0.9937,0.9109,0.9977,0.9913,0.9997,0.9104,0.3647,0.9361
85,0.2705,26,,,,,,,,,,,,,,,,,,
85_val,,,0.3404,0.9404,0.4799,0.9229,0.7811,1.63,63.50,1.00,22.04,0.9741,0.9948,0.9231,0.9977,0.9908,0.9996,0.9096,0.3567,0.9270
86,0.2597,26,,,,,,,,,,,,,,,,,,
86_val,,,0.3337,0.9412,0.4612,0.9210,0.7744,1.52,60.55,1.14,21.07,0.9717,0.9950,0.9149,0.9978,0.9898,0.9997,0.9133,0.3393,0.9318
87,0.2477,26,,,,,,,,,,,,,,,,,,
87_val,,,0.3226,0.9452,0.5293,0.9178,0.7974,1.41,61.64,1.00,21.35,0.9679,0.9925,0.8900,0.9981,0.9929,0.9998,0.9243,0.4015,0.9542
88,0.2388,26,,,,,,,,,,,,,,,,,,
88_val,,,0.3268,0.9095,0.6610,0.8900,0.8202,13.19,59.96,1.14,24.76,0.9927,0.9534,0.8243,0.9955,0.9962,0.9999,0.8401,0.5373,0.9790
89,0.2479,26,,,,,,,,,,,,,,,,,,
89_val,,,0.3159,0.9364,0.4536,0.9177,0.7692,1.80,63.77,1.00,22.19,0.9777,0.9977,0.9583,0.9974,0.9894,0.9994,0.8992,0.3300,0.8816
90,0.2246,26,,,,,,,,,,,,,,,,,,
90_val,,,0.3068,0.9412,0.4581,0.9237,0.7744,1.52,62.26,1.00,21.59,0.9632,0.9952,0.9328,0.9981,0.9896,0.9996,0.9208,0.3350,0.9170
91,0.2295,26,,,,,,,,,,,,,,,,,,
91_val,,,0.2966,0.9424,0.5474,0.9135,0.8011,1.63,60.47,1.14,21.08,0.9494,0.9846,0.8957,0.9985,0.9936,0.9997,0.9364,0.4184,0.9393
92,0.2194,26,,,,,,,,,,,,,,,,,,
92_val,,,0.2837,0.9439,0.5613,0.9274,0.8109,1.52,59.62,1.00,20.71,0.9700,0.9936,0.9275,0.9980,0.9940,0.9997,0.9200,0.4331,0.9312
93,0.2096,26,,,,,,,,,,,,,,,,,,
93_val,,,0.2863,0.9382,0.5079,0.9315,0.7925,1.80,57.33,1.00,20.05,0.9818,0.9970,0.9311,0.9974,0.9920,0.9997,0.8988,0.3832,0.9345
94,0.2018,26,,,,,,,,,,,,,,,,,,
94_val,,,0.2823,0.9405,0.5030,0.9272,0.7902,1.63,57.15,1.00,19.93,0.9785,0.9952,0.9081,0.9976,0.9918,0.9998,0.9059,0.3788,0.9508
95,0.1999,26,,,,,,,,,,,,,,,,,,
95_val,,,0.2818,0.9461,0.5033,0.9121,0.7871,1.69,60.41,1.14,21.08,0.9616,0.9895,0.8729,0.9983,0.9919,0.9998,0.9314,0.3803,0.9608
96,0.1964,26,,,,,,,,,,,,,,,,,,
96_val,,,0.2653,0.9436,0.6527,0.9080,0.8348,1.41,57.43,1.33,20.06,0.9665,0.9711,0.8968,0.9981,0.9964,0.9996,0.9227,0.5242,0.9274
97,0.1861,26,,,,,,,,,,,,,,,,,,
97_val,,,0.2658,0.9318,0.5484,0.9258,0.8020,1.88,55.45,1.00,19.44,0.9865,0.9956,0.9288,0.9970,0.9936,0.9996,0.8837,0.4212,0.9263
98,0.1928,26,,,,,,,,,,,,,,,,,,
98_val,,,0.2789,0.9337,0.4627,0.9233,0.7732,1.79,54.66,1.00,19.15,0.9848,0.9978,0.8945,0.9971,0.9898,0.9998,0.8883,0.3425,0.9575
99,0.1942,26,,,,,,,,,,,,,,,,,,
99_val,,,0.2504,0.9440,0.7932,0.8875,0.8749,1.61,51.51,1.48,18.20,0.9295,0.8717,0.8444,0.9991,0.9988,0.9998,0.9605,0.7499,0.9561
